team_fixture_id,fixture_id,team_id,season_id,competition_id,competition_name,competition_group,fixture_phase,matchday,fixture_date,opponent_team_id,home_or_away,team_score,opponent_score,result_for_team,venue_id,is_home_ground,team_autonomous_region_id,team_autonomous_region_name,team_autonomous_region_slug,opponent_autonomous_region_id,opponent_autonomous_region_name,opponent_autonomous_region_slug,source_url
2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_CF_TALAVERA_DE_LA_REINA_v_ATHLETIC_CLUB_B__CF_TALAVERA_DE_LA_REINA,2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_CF_TALAVERA_DE_LA_REINA_v_ATHLETIC_CLUB_B,CF_TALAVERA_DE_LA_REINA,2025-26,PRIMERA_FEDERACION,Primera Federación,Grupo 1,regular_season,2,2025-09-07,ATHLETIC_CLUB_B,Home,,,,,true,,,,,,,https://resultados.rfef.es/pnfg/NPcd/NFG_CmpJornada?cod_primaria=1000120&CodTemporada=21&CodJornada=2&CodCompeticion=23289295&CodGrupo=23289296
2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_CF_TALAVERA_DE_LA_REINA_v_ATHLETIC_CLUB_B__ATHLETIC_CLUB_B,2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_CF_TALAVERA_DE_LA_REINA_v_ATHLETIC_CLUB_B,ATHLETIC_CLUB_B,2025-26,PRIMERA_FEDERACION,Primera Federación,Grupo 1,regular_season,2,2025-09-07,CF_TALAVERA_DE_LA_REINA,Away,,,,,false,,,,,,,https://resultados.rfef.es/pnfg/NPcd/NFG_CmpJornada?cod_primaria=1000120&CodTemporada=21&CodJornada=2&CodCompeticion=23289295&CodGrupo=23289296
2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_RC_CELTA_FORTUNA_v_CD_GUADALAJARA__RC_CELTA_FORTUNA,2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_RC_CELTA_FORTUNA_v_CD_GUADALAJARA,RC_CELTA_FORTUNA,2025-26,PRIMERA_FEDERACION,Primera Federación,Grupo 1,regular_season,2,2025-09-07,CD_GUADALAJARA,Home,,,,,true,,,,,,,https://resultados.rfef.es/pnfg/NPcd/NFG_CmpJornada?cod_primaria=1000120&CodTemporada=21&CodJornada=2&CodCompeticion=23289295&CodGrupo=23289296
2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_RC_CELTA_FORTUNA_v_CD_GUADALAJARA__CD_GUADALAJARA,2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_RC_CELTA_FORTUNA_v_CD_GUADALAJARA,CD_GUADALAJARA,2025-26,PRIMERA_FEDERACION,Primera Federación,Grupo 1,regular_season,2,2025-09-07,RC_CELTA_FORTUNA,Away,,,,,false,,,,,,,https://resultados.rfef.es/pnfg/NPcd/NFG_CmpJornada?cod_primaria=1000120&CodTemporada=21&CodJornada=2&CodCompeticion=23289295&CodGrupo=23289296
2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_CLUB_ATLETICO_OSASUNA_B_v_OURENSE_CF__CLUB_ATLETICO_OSASUNA_B,2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_CLUB_ATLETICO_OSASUNA_B_v_OURENSE_CF,CLUB_ATLETICO_OSASUNA_B,2025-26,PRIMERA_FEDERACION,Primera Federación,Grupo 1,regular_season,2,2025-09-07,OURENSE_CF,Home,,,,,true,,,,,,,https://resultados.rfef.es/pnfg/NPcd/NFG_CmpJornada?cod_primaria=1000120&CodTemporada=21&CodJornada=2&CodCompeticion=23289295&CodGrupo=23289296
2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_CLUB_ATLETICO_OSASUNA_B_v_OURENSE_CF__OURENSE_CF,2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_CLUB_ATLETICO_OSASUNA_B_v_OURENSE_CF,OURENSE_CF,2025-26,PRIMERA_FEDERACION,Primera Federación,Grupo 1,regular_season,2,2025-09-07,CLUB_ATLETICO_OSASUNA_B,Away,,,,,false,,,,,,,https://resultados.rfef.es/pnfg/NPcd/NFG_CmpJornada?cod_primaria=1000120&CodTemporada=21&CodJornada=2&CodCompeticion=23289295&CodGrupo=23289296
2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_CD_ARENTEIRO_v_UNIONISTAS_DE_SALAMANCA_CF__CD_ARENTEIRO,2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_CD_ARENTEIRO_v_UNIONISTAS_DE_SALAMANCA_CF,CD_ARENTEIRO,2025-26,PRIMERA_FEDERACION,Primera Federación,Grupo 1,regular_season,2,2025-09-07,UNIONISTAS_DE_SALAMANCA_CF,Home,,,,,true,,,,,,,https://resultados.rfef.es/pnfg/NPcd/NFG_CmpJornada?cod_primaria=1000120&CodTemporada=21&CodJornada=2&CodCompeticion=23289295&CodGrupo=23289296
2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_CD_ARENTEIRO_v_UNIONISTAS_DE_SALAMANCA_CF__UNIONISTAS_DE_SALAMANCA_CF,2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_CD_ARENTEIRO_v_UNIONISTAS_DE_SALAMANCA_CF,UNIONISTAS_DE_SALAMANCA_CF,2025-26,PRIMERA_FEDERACION,Primera Federación,Grupo 1,regular_season,2,2025-09-07,CD_ARENTEIRO,Away,,,,,false,,,,,,,https://resultados.rfef.es/pnfg/NPcd/NFG_CmpJornada?cod_primaria=1000120&CodTemporada=21&CodJornada=2&CodCompeticion=23289295&CodGrupo=23289296
2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_REAL_MADRID_CASTILLA_v_RACING_CLUB_FERROL__REAL_MADRID_CASTILLA,2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_REAL_MADRID_CASTILLA_v_RACING_CLUB_FERROL,REAL_MADRID_CASTILLA,2025-26,PRIMERA_FEDERACION,Primera Federación,Grupo 1,regular_season,2,2025-09-17,RACING_CLUB_FERROL,Home,,,,,true,,,,,,,https://resultados.rfef.es/pnfg/NPcd/NFG_CmpJornada?cod_primaria=1000120&CodTemporada=21&CodJornada=2&CodCompeticion=23289295&CodGrupo=23289296
2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_REAL_MADRID_CASTILLA_v_RACING_CLUB_FERROL__RACING_CLUB_FERROL,2025-26_PRIMERA_FEDERACION_GRUPO_1_J2_REAL_MADRID_CASTILLA_v_RACING_CLUB_FERROL,RACING_CLUB_FERROL,2025-26,PRIMERA_FEDERACION,Primera Federación,Grupo 1,regular_season,2,2025-09-17,REAL_MADRID_CASTILLA,Away,,,,,false,,,,,,,https://resultados.rfef.es/pnfg/NPcd/NFG_CmpJornada?cod_primaria=1000120&CodTemporada=21&CodJornada=2&CodCompeticion=23289295&CodGrupo=23289296
